"n_date";"n_trans";"n_town";"n_district";"n_views";"n_department";"n_currency";"n_paid";"n_title"
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"14 ";"Food, Civil Supplies and Consumer Affairs";" INR";3000;"
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"11 ";"Municipal Services";" INR";3500;"
                      I Paid Rs. 3500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"97 ";"Customs, Excise and Service Tax";" INR";5800;"
                      I Paid Rs. 5800 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"13 ";"Municipal Services";" INR";2610;"
                      I Paid Rs. 2610 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";2000;"
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"47 ";"Transport";" INR";4500;"
                      I Paid Rs. 4500 to Transport in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"65 ";"Commercial Tax, Sales Tax, VAT";" INR";5000;"
                      I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"18 ";"Municipal Services";" INR";3610;"
                      I Paid Rs. 3610 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";1000;"
                      I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"22 ";"Transport";" INR";2500;"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"22 ";"Stamps and Registration";" INR";45000;"
                      I Paid Rs. 45000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";1800;"
                      I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"17 ";"Stamps and Registration";" INR";5600;"
                      I Paid Rs. 5600 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Bangalore
                      ";" Karnataka";"31 ";"Police";" INR";5500;"
                      I Paid Rs. 5500 to Police in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"14 ";"Food, Civil Supplies and Consumer Affairs";" INR";2400;"
                      I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"27 ";"Transport";" INR";3200;"
                      I Paid Rs. 3200 to Transport in Bangalore.
                    "
"2015-10-12";"C Form";"New Delhi
                      ";" Delhi";"89 ";"Commercial Tax, Sales Tax, VAT";" INR";9000;"
                      I Paid Rs. 9000 to Commercial Tax, Sales Tax, VAT in New Delhi.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";2610;"
                      I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";3610;"
                      I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"27 ";"Police";" INR";2500;"
                      I Paid Rs. 2500 to Police in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"22 ";"Transport";" INR";5200;"
                      I Paid Rs. 5200 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";800;"
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";650;"
                      I Paid Rs. 650 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";1200;"
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"11 ";"Municipal Services";" INR";3000;"
                      I Paid Rs. 3000 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"21 ";"Stamps and Registration";" INR";5600;"
                      I Paid Rs. 5600 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"12 ";"Food, Civil Supplies and Consumer Affairs";" INR";3200;"
                      I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"28 ";"Police";" INR";25000;"
                      I Paid Rs. 25000 to Police in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"18 ";"Stamps and Registration";" INR";6000;"
                      I Paid Rs. 6000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";4000;"
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"15 ";"Municipal Services";" INR";2500;"
                      I Paid Rs. 2500 to Municipal Services in Agra.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"18 ";"Transport";" INR";2500;"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"89 ";"Customs, Excise and Service Tax";" INR";60000;"
                      I Paid Rs. 60000 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";1500;"
                      I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Aligarh
                      ";" Uttar Pradesh";"47 ";"Municipal Services";" INR";2000;"
                      I Paid Rs. 2000 to Municipal Services in Aligarh.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"17 ";"Stamps and Registration";" INR";5000;"
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"61 ";"Customs, Excise and Service Tax";" INR";15000;"
                      I Paid Rs. 15000 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Chennai
                      ";" Tamil Nadu";"248 ";"Passport";" INR";9000;"
                      I Paid Rs. 9000 to Passport in Chennai.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"4 ";"Food, Civil Supplies and Consumer Affairs";" INR";520;"
                      I Paid Rs. 520 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";3000;"
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"161 ";"Passport";" INR";2000;"
                      I Paid Rs. 2000 to Passport in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"103 ";"Passport";" INR";2500;"
                      I Paid Rs. 2500 to Passport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";2500;"
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"16 ";"Stamps and Registration";" INR";25000;"
                      I Paid Rs. 25000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"31 ";"Transport";" INR";2500;"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";2000;"
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"23 ";"Police";" INR";15000;"
                      I Paid Rs. 15000 to Police in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Bangalore
                      ";" Karnataka";"19 ";"Police";" INR";2500;"
                      I Paid Rs. 2500 to Police in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"18 ";"Police";" INR";25000;"
                      I Paid Rs. 25000 to Police in Bangalore.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"60 ";"Passport";" INR";1500;"
                      I Paid Rs. 1500 to Passport in Bangalore.
                    "
"2015-10-12";"New PAN Card";"Bangalore
                      ";" Karnataka";"36 ";"Income Tax";" INR";500;"
                      I Paid Rs. 500 to Income Tax in Bangalore.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"47 ";"Passport";" INR";1500;"
                      I Paid Rs. 1500 to Passport in Bangalore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"24 ";"Transport";" INR";2500;"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"15 ";"Stamps and Registration";" INR";1000;"
                      I Paid Rs. 1000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"8 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"17 ";"Police";" INR";15000;"
                      I Paid Rs. 15000 to Police in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"32 ";"Transport";" INR";2000;"
                      I Paid Rs. 2000 to Transport in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"34 ";"Customs, Excise and Service Tax";" INR";2500;"
                      I Paid Rs. 2500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"39 ";"Commercial Tax, Sales Tax, VAT";" INR";1500;"
                      I Paid Rs. 1500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"38 ";"Commercial Tax, Sales Tax, VAT";" INR";5000;"
                      I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"12 ";"Municipal Services";" INR";2000;"
                      I Paid Rs. 2000 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"33 ";"Transport";" INR";2500;"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Abhayapuri
                      ";" Assam";"65 ";"Food, Civil Supplies and Consumer Affairs";" INR";600;"
                      I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Abhayapuri.
                    "
"2015-10-12";"C Form";"Abhayapuri
                      ";" Assam";"68 ";"Commercial Tax, Sales Tax, VAT";" INR";424;"
                      I Paid Rs. 424 to Commercial Tax, Sales Tax, VAT in Abhayapuri.
                    "
"2015-10-12";"Passport Delivery";"Adityapur
                      ";" Jharkhand";"79 ";"Passport";" INR";15000;"
                      I Paid Rs. 15000 to Passport in Adityapur.
                    "
"2015-10-12";"Police Verification for Passport";"Aligarh
                      ";" Uttar Pradesh";"44 ";"Police";" INR";2500;"
                      I Paid Rs. 2500 to Police in Aligarh.
                    "
"2015-10-12";"New Domestic Driving License";"Abhayapuri
                      ";" Assam";"63 ";"Transport";" INR";1500;"
                      I Paid Rs. 1500 to Transport in Abhayapuri.
                    "
"2015-10-12";"Registration of Property";"Allahabad
                      ";" Uttar Pradesh";"44 ";"Stamps and Registration";" INR";10000;"
                      I Paid Rs. 10000 to Stamps and Registration in Allahabad.
                    "
"2015-10-12";"New PAN Card";"Adari
                      ";" Uttar Pradesh";"79 ";"Income Tax";" INR";550;"
                      I Paid Rs. 550 to Income Tax in Adari.
                    "
"2015-10-12";"New Domestic Driving License";"Arwal
                      ";" Bihar";"28 ";"Transport";" INR";2000;"
                      I Paid Rs. 2000 to Transport in Arwal.
                    "
"2015-10-12";"Marriage Certificate";"Alleppey
                      ";" Kerala";"37 ";"Stamps and Registration";" INR";500;"
                      I Paid Rs. 500 to Stamps and Registration in Alleppey.
                    "
"2015-10-12";"Issue of Ration Card";"Ahmadnagar
                      ";" Maharashtra";"34 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Ahmadnagar.
                    "
"2015-10-12";"C Form";"Abohar
                      ";" Punjab";"83 ";"Commercial Tax, Sales Tax, VAT";" INR";1500;"
                      I Paid Rs. 1500 to Commercial Tax, Sales Tax, VAT in Abohar.
                    "
"2015-10-12";"Filing FIR";"Adoni
                      ";" Andhra Pradesh";"50 ";"Police";" INR";15000;"
                      I Paid Rs. 15000 to Police in Adoni.
                    "
"2015-10-12";"Birth Certificate";"Ahmedabad
                      ";" Gujarat";"58 ";"Municipal Services";" INR";2500;"
                      I Paid Rs. 2500 to Municipal Services in Ahmedabad.
                    "
"2015-10-12";"Passport Delivery";"Hyderabad
                      ";" Telangana";"69 ";"Passport";" INR";2500;"
                      I Paid Rs. 2500 to Passport in Hyderabad.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"25 ";"Municipal Services";" INR";800;"
                      I Paid Rs. 800 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"39 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"53 ";"Passport";" INR";800;"
                      I Paid Rs. 800 to Passport in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Vadodara
                      ";" Gujarat";"50 ";"Municipal Services";" INR";10000;"
                      I Paid Rs. 10000 to Municipal Services in Vadodara.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"47 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"43 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"47 ";"Police";" INR";1200;"
                      I Paid Rs. 1200 to Police in Bangalore.
                    "
"2015-10-12";"New PAN Card";"Bangalore
                      ";" Karnataka";"38 ";"Income Tax";" INR";800;"
                      I Paid Rs. 800 to Income Tax in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"51 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"39 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"57 ";"Transport";" INR";800;"
                      I Paid Rs. 800 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"23 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"28 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"35 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"24 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"27 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"19 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"38 ";"Stamps and Registration";" INR";900;"
                      I Paid Rs. 900 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"36 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"20 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"17 ";"Customs, Excise and Service Tax";" INR";800;"
                      I Paid Rs. 800 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"18 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"24 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"35 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"21 ";"Police";" INR";500;"
                      I Paid Rs. 500 to Police in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"16 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"18 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"29 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"New Passport Application";"Bangalore
                      ";" Karnataka";"51 ";"Passport";" INR";800;"
                      I Paid Rs. 800 to Passport in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Puri
                      ";" Orissa";"35 ";"Transport";" INR";436;"
                      I Paid Rs. 436 to Transport in Puri.
                    "
"2015-10-12";"Traffic Violations";"Pedana
                      ";" Andhra Pradesh";"24 ";"Police";" INR";384;"
                      I Paid Rs. 384 to Police in Pedana.
                    "
"2015-10-12";"Filing FIR";"Murliganj
                      ";" Bihar";"23 ";"Police";" INR";294;"
                      I Paid Rs. 294 to Police in Murliganj.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"21 ";"Municipal Services";" INR";500;"
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"30 ";"Stamps and Registration";" INR";500;"
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"24 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Madhepura
                      ";" Bihar";"21 ";"Police";" INR";432;"
                      I Paid Rs. 432 to Police in Madhepura.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"18 ";"Municipal Services";" INR";500;"
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"New Passport Application";"Bangalore
                      ";" Karnataka";"28 ";"Passport";" INR";800;"
                      I Paid Rs. 800 to Passport in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"19 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"19 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Bangalore
                      ";" Karnataka";"14 ";"Police";" INR";1200;"
                      I Paid Rs. 1200 to Police in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Raurkela
                      ";" Orissa";"30 ";"Stamps and Registration";" INR";936;"
                      I Paid Rs. 936 to Stamps and Registration in Raurkela.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"22 ";"Transport";" INR";20000;"
                      I Paid Rs. 20000 to Transport in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"23 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"18 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"13 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"21 ";"Transport";" INR";1500;"
                      I Paid Rs. 1500 to Transport in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"20 ";"Stamps and Registration";" INR";1400;"
                      I Paid Rs. 1400 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"19 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"15 ";"Transport";" INR";800;"
                      I Paid Rs. 800 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Pithapuram
                      ";" Andhra Pradesh";"26 ";"Food, Civil Supplies and Consumer Affairs";" INR";219;"
                      I Paid Rs. 219 to Food, Civil Supplies and Consumer Affairs in Pithapuram.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";800;"
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"18 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Muzaffarpur
                      ";" Bihar";"20 ";"Police";" INR";432;"
                      I Paid Rs. 432 to Police in Muzaffarpur.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"18 ";"Municipal Services";" INR";500;"
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"21 ";"Passport";" INR";2000;"
                      I Paid Rs. 2000 to Passport in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"15 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"14 ";"Police";" INR";1500;"
                      I Paid Rs. 1500 to Police in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"18 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Hyderabad
                      ";" Telangana";"52 ";"Food, Civil Supplies and Consumer Affairs";" INR";1500;"
                      I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Hyderabad.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"18 ";"Stamps and Registration";" INR";800;"
                      I Paid Rs. 800 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"21 ";"Transport";" INR";15000;"
                      I Paid Rs. 15000 to Transport in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"26 ";"Passport";" INR";700;"
                      I Paid Rs. 700 to Passport in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"17 ";"Police";" INR";2000;"
                      I Paid Rs. 2000 to Police in Bangalore.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"12 ";"Police";" INR";900;"
                      I Paid Rs. 900 to Police in Bangalore.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"23 ";"Passport";" INR";1000;"
                      I Paid Rs. 1000 to Passport in Bangalore.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"18 ";"Passport";" INR";800;"
                      I Paid Rs. 800 to Passport in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"16 ";"Police";" INR";1600;"
                      I Paid Rs. 1600 to Police in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"13 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Bangalore
                      ";" Karnataka";"12 ";"Police";" INR";2000;"
                      I Paid Rs. 2000 to Police in Bangalore.
                    "
